Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalTimeAwake,WeightKg,WeightPounds,Fat,BMI,IsManualReport
User4,2016-05-05,2237,1.4800000190734899,1.4800000190734899,0.0,0.0,0.0,1.4800000190734899,0.0,0,0,120,1320,1589,,,,,,,,,
User4,2016-05-06,44,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,1351,,,,,,,,,
User4,2016-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,,,,,,,,,
User5,2016-04-12,678,0.46999999880790705,0.46999999880790705,0.0,0.0,0.0,0.46999999880790705,0.0,0,0,55,734,2220,3.0,750.0,775.0,25.0,,,,,
User5,2016-04-13,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,1.0,398.0,422.0,24.0,133.5,294.31712001697497,,47.540000915527294,False
User5,2016-04-14,2163,1.5,1.5,0.0,0.0,0.400000005960464,1.1000000238418601,0.0,0,9,88,1292,2383,,,,,,,,,
User5,2016-04-15,980,0.680000007152557,0.680000007152557,0.0,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221,2.0,475.0,499.0,24.0,,,,,
User5,2016-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,,,,,,
User5,2016-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-04-18,244,0.170000001788139,0.170000001788139,0.0,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,2111,,,,,,,,,
User5,2016-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-04-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-04-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,,,,,,
User5,2016-04-22,149,0.100000001490116,0.100000001490116,0.0,0.0,0.0,0.100000001490116,0.0,0,0,10,1430,2093,,,,,,,,,
User5,2016-04-23,2945,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,145,1295,2499,,,,,,,,,
User5,2016-04-24,2090,1.45000004768372,1.45000004768372,0.0,0.0700000002980232,0.239999994635582,1.13999998569489,0.0,1,6,75,1358,2324,,,,,,,,,
User5,2016-04-25,152,0.10999999940395402,0.10999999940395402,0.0,0.0,0.0,0.10999999940395402,0.0,0,0,12,1303,2100,,,,,,,,,
User5,2016-04-26,3761,2.5999999046325697,2.5999999046325697,0.0,0.0,0.0,2.5999999046325697,0.0,0,0,192,1058,2638,1.0,296.0,315.0,19.0,,,,,
User5,2016-04-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-04-28,1675,1.1599999666214,1.1599999666214,0.0,0.0,0.0,1.1599999666214,0.0,0,0,95,1167,2351,1.0,166.0,178.0,12.0,,,,,
User5,2016-04-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,,,,,,
User5,2016-05-01,2704,1.87000000476837,1.87000000476837,0.0,1.00999999046326,0.0299999993294477,0.8299999833106991,0.0,14,1,70,1355,2411,,,,,,,,,
User5,2016-05-02,3790,2.61999988555908,2.61999988555908,0.0,1.1599999666214,0.30000001192092896,1.1599999666214,0.0,16,8,94,1322,2505,,,,,,,,,
User5,2016-05-03,1326,0.9200000166893009,0.9200000166893009,0.0,0.730000019073486,0.0,0.180000007152557,0.0,10,0,17,1413,2195,,,,,,,,,
User5,2016-05-04,1786,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,87,1353,2338,,,,,,,,,
User5,2016-05-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-05-06,2091,1.45000004768372,1.45000004768372,0.0,0.0,0.0,1.45000004768372,0.0,0,0,108,1332,2383,,,,,,,,,
User5,2016-05-07,1510,1.03999996185303,1.03999996185303,0.0,0.0,0.0,1.03999996185303,0.0,0,0,48,1392,2229,,,,,,,,,
User5,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,,,,,,
User5,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,,,,,,,,,
User6,2016-04-12,11875,8.340000152587889,8.340000152587889,0.0,3.3099999427795397,0.769999980926514,4.26000022888184,0.0,42,14,227,1157,2390,,,,,,,,,
User6,2016-04-13,12024,8.5,8.5,0.0,2.99000000953674,0.100000001490116,5.40999984741211,0.0,43,5,292,1100,2601,,,,,,,,,
User6,2016-04-14,10690,7.5,7.5,0.0,2.4800000190734903,0.209999993443489,4.82000017166138,0.0,32,3,257,1148,2312,,,,,,,,,
User6,2016-04-15,11034,8.02999973297119,8.02999973297119,0.0,1.9400000572204599,0.31000000238418607,5.78000020980835,0.0,27,9,282,1122,2525,,,,,,,,,
User6,2016-04-16,10100,7.09000015258789,7.09000015258789,0.0,3.1500000953674303,0.550000011920929,3.39000010490417,0.0,41,11,151,1237,2177,,,,,,,,,
User6,2016-04-17,15112,11.3999996185303,11.3999996185303,0.0,3.8699998855590803,0.6600000262260439,6.880000114440921,0.0,28,29,331,1052,2782,,,,,,,,,
User6,2016-04-18,14131,10.0699996948242,10.0699996948242,0.0,3.64000010490417,0.119999997317791,6.300000190734861,0.0,48,3,311,1078,2770,,,,,,,,,
User6,2016-04-19,11548,8.52999973297119,8.52999973297119,0.0,3.2899999618530296,0.239999994635582,5.0,0.0,31,7,250,1152,2489,,,,,,,,,
User6,2016-04-20,15112,10.6700000762939,10.6700000762939,0.0,3.33999991416931,1.92999994754791,5.400000095367429,0.0,48,63,276,1053,2897,,,,,,,,,
User6,2016-04-21,12453,8.73999977111816,8.73999977111816,0.0,3.32999992370605,1.11000001430511,4.30999994277954,0.0,104,53,255,1028,3158,,,,,,,,,
User6,2016-04-22,12954,9.329999923706051,9.329999923706051,0.0,4.42999982833862,0.419999986886978,4.46999979019165,0.0,52,10,273,1105,2638,,,,,,,,,
User6,2016-04-23,6001,4.21000003814697,4.21000003814697,0.0,0.0,0.0,4.21000003814697,0.0,0,0,249,1191,2069,,,,,,,,,
User6,2016-04-24,13481,10.2799997329712,10.2799997329712,0.0,4.550000190734861,1.1499999761581399,4.57999992370605,0.0,37,26,216,1161,2529,,,,,,,,,
User6,2016-04-25,11369,8.01000022888184,8.01000022888184,0.0,3.32999992370605,0.219999998807907,4.46000003814697,0.0,44,8,217,1171,2470,,,,,,,,,
User6,2016-04-26,10119,7.19000005722046,7.19000005722046,0.0,1.42999994754791,0.6600000262260439,5.1100001335144,0.0,55,24,275,1086,2793,,,,,,,,,
User6,2016-04-27,10159,7.130000114440921,7.130000114440921,0.0,1.03999996185303,0.970000028610229,5.11999988555908,0.0,19,20,282,1119,2463,,,,,,,,,
User6,2016-04-28,10140,7.119999885559079,7.119999885559079,0.0,0.40999999642372104,1.33000004291534,5.389999866485599,0.0,6,20,291,1123,2296,,,,,,,,,
