Id,Calories,StepTotal,Date,Hour
User1,79,450,2016-04-26,21
User1,66,148,2016-04-26,22
User1,80,310,2016-04-26,23
User1,68,277,2016-04-27,0
User1,59,60,2016-04-27,1
User1,53,17,2016-04-27,2
User1,47,0,2016-04-27,3
User1,47,0,2016-04-27,4
User1,47,0,2016-04-27,5
User1,47,0,2016-04-27,6
User1,47,0,2016-04-27,7
User1,47,0,2016-04-27,8
User1,149,1916,2016-04-27,9
User1,93,502,2016-04-27,10
User1,100,797,2016-04-27,11
User1,89,701,2016-04-27,12
User1,76,319,2016-04-27,13
User1,150,1932,2016-04-27,14
User1,63,59,2016-04-27,15
User1,64,98,2016-04-27,16
User1,73,261,2016-04-27,17
User1,178,2714,2016-04-27,18
User1,318,5786,2016-04-27,19
User1,174,2420,2016-04-27,20
User1,76,266,2016-04-27,21
User1,47,0,2016-04-27,22
User1,47,0,2016-04-27,23
User1,47,0,2016-04-28,0
User1,62,127,2016-04-28,1
User1,48,0,2016-04-28,2
User1,47,0,2016-04-28,3
User1,48,0,2016-04-28,4
User1,47,0,2016-04-28,5
User1,48,0,2016-04-28,6
User1,49,14,2016-04-28,7
User1,63,128,2016-04-28,8
User1,116,1192,2016-04-28,9
User1,105,987,2016-04-28,10
User1,73,288,2016-04-28,11
User1,78,317,2016-04-28,12
User1,108,1144,2016-04-28,13
User1,124,1512,2016-04-28,14
User1,61,115,2016-04-28,15
User1,81,554,2016-04-28,16
User1,72,235,2016-04-28,17
User1,138,1829,2016-04-28,18
User1,56,13,2016-04-28,19
User1,151,2122,2016-04-28,20
User1,103,986,2016-04-28,21
User1,55,16,2016-04-28,22
User1,121,1512,2016-04-28,23
User1,65,202,2016-04-29,0
User1,49,0,2016-04-29,1
User1,54,71,2016-04-29,2
User1,47,0,2016-04-29,3
User1,47,0,2016-04-29,4
User1,48,0,2016-04-29,5
User1,47,0,2016-04-29,6
User1,52,27,2016-04-29,7
User1,67,201,2016-04-29,8
User1,142,1820,2016-04-29,9
User1,60,44,2016-04-29,10
User1,60,104,2016-04-29,11
User1,65,214,2016-04-29,12
User1,62,41,2016-04-29,13
User1,136,1711,2016-04-29,14
User1,110,1076,2016-04-29,15
User1,73,285,2016-04-29,16
User1,75,380,2016-04-29,17
User1,60,118,2016-04-29,18
User1,71,267,2016-04-29,19
User1,80,386,2016-04-29,20
User1,118,1366,2016-04-29,21
User1,111,1111,2016-04-29,22
User1,140,1757,2016-04-29,23
User1,51,19,2016-04-30,0
User1,57,65,2016-04-30,1
User1,47,0,2016-04-30,2
User1,49,6,2016-04-30,3
User1,47,0,2016-04-30,4
User1,48,0,2016-04-30,5
User1,48,0,2016-04-30,6
User1,48,0,2016-04-30,7
User1,52,60,2016-04-30,8
User1,64,148,2016-04-30,9
User1,72,239,2016-04-30,10
User1,62,127,2016-04-30,11
User1,58,92,2016-04-30,12
User1,65,141,2016-04-30,13
User1,85,520,2016-04-30,14
User1,94,993,2016-04-30,15
User1,203,3388,2016-04-30,16
User1,160,2176,2016-04-30,17
User1,159,2319,2016-04-30,18
User1,60,92,2016-04-30,19
User1,62,117,2016-04-30,20
User1,96,840,2016-04-30,21
User1,144,2139,2016-04-30,22
User1,116,1192,2016-04-30,23
User1,64,247,2016-05-01,0
User1,60,59,2016-05-01,1
User1,50,36,2016-05-01,2
User1,48,4,2016-05-01,3
User1,47,0,2016-05-01,4
User1,48,0,2016-05-01,5
User1,47,0,2016-05-01,6
User1,52,41,2016-05-01,7
User1,56,94,2016-05-01,8
User1,67,198,2016-05-01,9
User1,61,146,2016-05-01,10
User1,65,103,2016-05-01,11
User1,66,130,2016-05-01,12
User1,57,85,2016-05-01,13
User1,91,540,2016-05-01,14
User1,81,294,2016-05-01,15
User1,97,823,2016-05-01,16
User1,108,1053,2016-05-01,17
User1,159,2007,2016-05-01,18
User1,71,177,2016-05-01,19
User1,59,93,2016-05-01,20
User1,86,363,2016-05-01,21
User1,127,1552,2016-05-01,22
User1,161,2557,2016-05-01,23
User1,50,0,2016-05-02,0
User1,59,119,2016-05-02,1
User1,47,0,2016-05-02,2
User1,49,21,2016-05-02,3
User1,47,0,2016-05-02,4
User1,47,0,2016-05-02,5
User1,47,0,2016-05-02,6
User1,51,28,2016-05-02,7
User1,68,245,2016-05-02,8
User1,142,1690,2016-05-02,9
User1,82,369,2016-05-02,10
User1,78,384,2016-05-02,11
User1,153,2116,2016-05-02,12
User1,107,1064,2016-05-02,13
User1,75,355,2016-05-02,14
User1,76,418,2016-05-02,15
User1,88,420,2016-05-02,16
User1,73,340,2016-05-02,17
User1,68,227,2016-05-02,18
User1,73,235,2016-05-02,19
User1,231,3903,2016-05-02,20
User1,119,1427,2016-05-02,21
User1,106,945,2016-05-02,22
User1,80,404,2016-05-02,23
User1,54,55,2016-05-03,0
User1,58,79,2016-05-03,1
User1,49,20,2016-05-03,2
User1,57,110,2016-05-03,3
User1,47,0,2016-05-03,4
User1,47,0,2016-05-03,5
User1,50,16,2016-05-03,6
User1,51,23,2016-05-03,7
User1,64,158,2016-05-03,8
User1,114,1391,2016-05-03,9
User1,99,955,2016-05-03,10
User1,74,297,2016-05-03,11
User1,81,396,2016-05-03,12
User1,83,309,2016-05-03,13
User1,88,384,2016-05-03,14
User1,136,1719,2016-05-03,15
User1,103,870,2016-05-03,16
User1,89,690,2016-05-03,17
User1,191,3119,2016-05-03,18
User1,58,140,2016-05-03,19
User1,50,6,2016-05-03,20
User1,109,1333,2016-05-03,21
User1,163,2549,2016-05-03,22
User1,77,484,2016-05-03,23
User1,79,400,2016-05-04,0
User1,53,18,2016-05-04,1
User1,47,0,2016-05-04,2
User1,47,0,2016-05-04,3
User1,47,0,2016-05-04,4
User1,47,0,2016-05-04,5
User1,47,0,2016-05-04,6
User1,47,0,2016-05-04,7
User1,53,68,2016-05-04,8
User1,125,1470,2016-05-04,9
User1,87,598,2016-05-04,10
User1,65,194,2016-05-04,11
User1,75,366,2016-05-04,12
User1,76,318,2016-05-04,13
User1,152,2284,2016-05-04,14
User1,65,138,2016-05-04,15
User1,64,144,2016-05-04,16
User1,71,341,2016-05-04,17
User1,145,2041,2016-05-04,18
User1,78,205,2016-05-04,19
User1,124,1316,2016-05-04,20
User1,110,1106,2016-05-04,21
User1,63,93,2016-05-04,22
User1,52,0,2016-05-04,23
User1,56,70,2016-05-05,0
User1,58,113,2016-05-05,1
User1,52,19,2016-05-05,2
User1,47,0,2016-05-05,3
User1,53,44,2016-05-05,4
User1,47,0,2016-05-05,5
User1,49,8,2016-05-05,6
User1,51,23,2016-05-05,7
User1,61,107,2016-05-05,8
User1,131,1615,2016-05-05,9
User1,78,360,2016-05-05,10
User1,59,28,2016-05-05,11
User1,75,318,2016-05-05,12
User1,110,1231,2016-05-05,13
User1,75,375,2016-05-05,14
User1,72,187,2016-05-05,15
User1,102,989,2016-05-05,16
User1,154,2217,2016-05-05,17
User1,95,715,2016-05-05,18
User1,82,348,2016-05-05,19
User1,79,283,2016-05-05,20
User1,219,3897,2016-05-05,21
User1,95,900,2016-05-05,22
User1,60,200,2016-05-05,23
User1,68,186,2016-05-06,0
User1,51,4,2016-05-06,1
User1,57,88,2016-05-06,2
User1,47,0,2016-05-06,3
User1,48,19,2016-05-06,4
User1,47,0,2016-05-06,5
User1,48,0,2016-05-06,6
User1,51,23,2016-05-06,7
User1,63,146,2016-05-06,8
User1,134,1683,2016-05-06,9
User1,85,504,2016-05-06,10
User1,65,234,2016-05-06,11
User1,72,261,2016-05-06,12
User1,66,175,2016-05-06,13
User1,83,535,2016-05-06,14
User1,104,900,2016-05-06,15
User1,78,335,2016-05-06,16
User1,73,279,2016-05-06,17
User1,127,1532,2016-05-06,18
User1,172,2500,2016-05-06,19
User1,73,255,2016-05-06,20
User1,83,514,2016-05-06,21
User1,78,375,2016-05-06,22
User1,124,1611,2016-05-06,23
User1,65,168,2016-05-07,0
User1,48,0,2016-05-07,1
User1,50,19,2016-05-07,2
User1,47,0,2016-05-07,3
User1,48,0,2016-05-07,4
User1,47,0,2016-05-07,5
User1,47,0,2016-05-07,6
User1,47,0,2016-05-07,7
User1,61,132,2016-05-07,8
User1,59,115,2016-05-07,9
User1,133,1291,2016-05-07,10
User1,164,2352,2016-05-07,11
User1,62,129,2016-05-07,12
User1,55,77,2016-05-07,13
User1,64,125,2016-05-07,14
User1,65,318,2016-05-07,15
User1,68,259,2016-05-07,16
User1,64,173,2016-05-07,17
User1,71,253,2016-05-07,18
User1,91,652,2016-05-07,19
User1,59,102,2016-05-07,20
User1,140,2073,2016-05-07,21
User1,209,3696,2016-05-07,22
User1,55,58,2016-05-07,23
User1,62,147,2016-05-08,0
User1,48,0,2016-05-08,1
User1,47,0,2016-05-08,2
User1,47,0,2016-05-08,3
User1,48,6,2016-05-08,4
User1,47,0,2016-05-08,5
User1,48,7,2016-05-08,6
User1,47,0,2016-05-08,7
User1,47,0,2016-05-08,8
User1,47,0,2016-05-08,9
User1,47,0,2016-05-08,10
User1,47,0,2016-05-08,11
User1,85,511,2016-05-08,12
User1,65,227,2016-05-08,13
User1,98,660,2016-05-08,14
User1,68,341,2016-05-08,15
User1,58,100,2016-05-08,16
User1,69,240,2016-05-08,17
User1,261,4472,2016-05-08,18
User1,107,1069,2016-05-08,19
User1,88,793,2016-05-08,20
User1,101,663,2016-05-08,21
User1,92,553,2016-05-08,22
User1,66,271,2016-05-08,23
User1,60,135,2016-05-09,0
User1,47,0,2016-05-09,1
User1,47,0,2016-05-09,2
User1,47,0,2016-05-09,3
User1,47,0,2016-05-09,4
User1,49,14,2016-05-09,5
User1,81,408,2016-05-09,6
User1,63,214,2016-05-09,7
User1,58,109,2016-05-09,8
User1,58,160,2016-05-09,9
User1,69,322,2016-05-09,10
User1,74,477,2016-05-09,11
User1,79,507,2016-05-09,12
User1,52,7,2016-05-09,13
User1,51,0,2016-05-09,14
User1,53,22,2016-05-09,15
User1,176,2692,2016-05-09,16
User1,125,1260,2016-05-09,17
User1,90,624,2016-05-09,18
User1,115,1062,2016-05-09,19
User1,117,1325,2016-05-09,20
User1,168,2684,2016-05-09,21
User1,47,0,2016-05-09,22
User1,47,0,2016-05-09,23
User1,47,0,2016-05-10,0
User1,58,92,2016-05-10,1
User1,47,0,2016-05-10,2
User1,47,0,2016-05-10,3
User1,47,0,2016-05-10,4
User1,47,0,2016-05-10,5
User1,47,0,2016-05-10,6
User1,53,47,2016-05-10,7
User1,67,227,2016-05-10,8
User1,118,1461,2016-05-10,9
User1,76,258,2016-05-10,10
User1,102,988,2016-05-10,11
User1,63,74,2016-05-10,12
User1,73,234,2016-05-10,13
User1,66,159,2016-05-10,14
User1,101,1038,2016-05-10,15
User1,83,312,2016-05-10,16
User1,88,645,2016-05-10,17
User1,160,2494,2016-05-10,18
User1,127,1418,2016-05-10,19
User1,164,2480,2016-05-10,20
User1,77,251,2016-05-10,21
User1,50,0,2016-05-10,22
User1,53,29,2016-05-10,23
User1,72,266,2016-05-11,0
User1,54,45,2016-05-11,1
User1,54,73,2016-05-11,2
User1,49,10,2016-05-11,3
User1,47,0,2016-05-11,4
User1,47,0,2016-05-11,5
User1,47,0,2016-05-11,6
User1,53,47,2016-05-11,7
User1,78,312,2016-05-11,8
User1,144,1914,2016-05-11,9
User1,89,644,2016-05-11,10
User1,75,259,2016-05-11,11
User1,63,116,2016-05-11,12
User1,101,811,2016-05-11,13
User1,130,1560,2016-05-11,14
User1,72,348,2016-05-11,15
User1,70,289,2016-05-11,16
User1,67,245,2016-05-11,17
User1,208,3449,2016-05-11,18
User1,90,293,2016-05-11,19
User1,114,1209,2016-05-11,20
User2,55,31,2016-04-12,0
User2,51,0,2016-04-12,1
User2,50,0,2016-04-12,2
User2,51,7,2016-04-12,3
User2,50,0,2016-04-12,4
User2,50,0,2016-04-12,5
User2,50,0,2016-04-12,6
User2,50,0,2016-04-12,7
User2,51,0,2016-04-12,8
User2,74,1085,2016-04-12,9
User2,141,5375,2016-04-12,10
User2,56,129,2016-04-12,11
User2,57,81,2016-04-12,12
User2,54,67,2016-04-12,13
User2,55,43,2016-04-12,14
User2,52,0,2016-04-12,15
User2,54,79,2016-04-12,16
User2,63,235,2016-04-12,17
User2,62,257,2016-04-12,18
User2,77,501,2016-04-12,19
User2,60,99,2016-04-12,20
User2,50,0,2016-04-12,21
User2,50,0,2016-04-12,22
User2,70,174,2016-04-12,23
User2,58,75,2016-04-13,0
User2,51,0,2016-04-13,1
User2,50,0,2016-04-13,2
User2,50,0,2016-04-13,3
User2,50,0,2016-04-13,4
User2,50,0,2016-04-13,5
User2,50,0,2016-04-13,6
User2,50,0,2016-04-13,7
User2,51,0,2016-04-13,8
User2,90,1663,2016-04-13,9
User2,112,3685,2016-04-13,10
User2,68,608,2016-04-13,11
User2,59,80,2016-04-13,12
User2,50,0,2016-04-13,13
User2,55,36,2016-04-13,14
User2,50,0,2016-04-13,15
User2,59,126,2016-04-13,16
User2,56,39,2016-04-13,17
User2,79,491,2016-04-13,18
User2,52,7,2016-04-13,19
User2,54,14,2016-04-13,20
User2,66,183,2016-04-13,21
User2,50,0,2016-04-13,22
User2,52,0,2016-04-13,23
User2,51,0,2016-04-14,0
User2,50,0,2016-04-14,1
User2,51,0,2016-04-14,2
User2,50,0,2016-04-14,3
User2,50,0,2016-04-14,4
User2,50,0,2016-04-14,5
User2,50,0,2016-04-14,6
User2,51,0,2016-04-14,7
User2,95,1958,2016-04-14,8
User2,118,4148,2016-04-14,9
User2,60,141,2016-04-14,10
User2,78,468,2016-04-14,11
User2,52,0,2016-04-14,12
User2,50,0,2016-04-14,13
User2,55,87,2016-04-14,14
User2,54,34,2016-04-14,15
User2,72,170,2016-04-14,16
User2,127,1197,2016-04-14,17
User2,78,182,2016-04-14,18
User2,86,445,2016-04-14,19
User2,58,0,2016-04-14,20
User2,74,227,2016-04-14,21
User2,50,0,2016-04-14,22
User2,65,50,2016-04-14,23
User2,70,178,2016-04-15,0
User2,53,6,2016-04-15,1
User2,50,0,2016-04-15,2
User2,50,0,2016-04-15,3
User2,50,0,2016-04-15,4
User2,50,0,2016-04-15,5
User2,51,0,2016-04-15,6
User2,51,0,2016-04-15,7
User2,50,0,2016-04-15,8
User2,50,0,2016-04-15,9
User2,50,0,2016-04-15,10
User2,86,415,2016-04-15,11
User2,50,0,2016-04-15,12
User2,50,0,2016-04-15,13
User2,50,0,2016-04-15,14
User2,50,0,2016-04-15,15
User2,50,0,2016-04-15,16
User2,51,0,2016-04-15,17
User2,54,6,2016-04-15,18
User2,89,386,2016-04-15,19
User2,50,0,2016-04-15,20
User2,54,27,2016-04-15,21
User2,74,287,2016-04-15,22
User2,63,185,2016-04-15,23
User2,78,465,2016-04-16,0
User2,50,0,2016-04-16,1
User2,56,81,2016-04-16,2
User2,50,0,2016-04-16,3
User2,50,0,2016-04-16,4
User2,50,0,2016-04-16,5
User2,50,0,2016-04-16,6
User2,50,0,2016-04-16,7
User2,50,0,2016-04-16,8
User2,50,0,2016-04-16,9
User2,67,259,2016-04-16,10
User2,61,231,2016-04-16,11
User2,59,126,2016-04-16,12
User2,50,0,2016-04-16,13
User2,68,291,2016-04-16,14
User2,56,82,2016-04-16,15
User2,50,0,2016-04-16,16
User2,56,39,2016-04-16,17
User2,53,0,2016-04-16,18
User2,90,472,2016-04-16,19
User2,55,28,2016-04-16,20
User2,94,1211,2016-04-16,21
User2,115,1962,2016-04-16,22
User2,58,123,2016-04-16,23
User2,57,115,2016-04-17,0
User2,51,0,2016-04-17,1
User2,52,67,2016-04-17,2
User2,50,0,2016-04-17,3
User2,50,0,2016-04-17,4
User2,51,0,2016-04-17,5
User2,50,0,2016-04-17,6
User2,50,0,2016-04-17,7
User2,50,0,2016-04-17,8
User2,52,0,2016-04-17,9
User2,56,49,2016-04-17,10
User2,52,0,2016-04-17,11
User2,78,193,2016-04-17,12
User2,122,1374,2016-04-17,13
User2,80,657,2016-04-17,14
User2,56,19,2016-04-17,15
User2,50,0,2016-04-17,16
User2,129,2047,2016-04-17,17
User2,73,401,2016-04-17,18
User2,91,782,2016-04-17,19
User2,79,156,2016-04-17,20
User2,63,173,2016-04-17,21
User2,58,28,2016-04-17,22
User2,55,89,2016-04-17,23
User2,54,59,2016-04-18,0
User2,55,29,2016-04-18,1
